run_id,queried_at,symbol,company_name,kpi_code,kpi_name,value,display_value,judgement,formula,source,detail,status
43,2026-06-29T23:46:52,META,"Meta Platforms, Inc.",10,Days To Cover,1.5,1.50,回補天數偏低,short shares / average daily volume,MarketBeat Short Interest,"Current short=29,985,155; Previous short=32,270,039; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
43,2026-06-29T23:46:52,META,"Meta Platforms, Inc.",11,ESG Score,26.0,26,ESG 風險偏低,(environment + social + governance) / 3,StockCircle ESG Score,Environment=16/100; Social=33/100; Governance=29/100; Total=26/100; StockCircle Playwright 渲染抓取成功; static chrome120 showed ESG Score No data,OK
43,2026-06-29T23:46:52,META,"Meta Platforms, Inc.",12,Institutional Float Control,79.46550404034781,79.47%,大型股：高影響,shares outstanding * institutional ownership / float * 100,Yahoo Finance/yfinance,"Institutional shares estimate=1,742,452,372; Float=2,192,715,434",OK
43,2026-06-29T23:46:52,META,"Meta Platforms, Inc.",13,Volume Activity,0.7782771037811442,0.78%,大型股：低活躍,10-day average volume / shares outstanding * 100,Yahoo Finance/yfinance,"10-day avg volume=17,091,320; Float version=0.78%",OK
43,2026-06-29T23:46:52,META,"Meta Platforms, Inc.",14,Volume Growth,0.024925292886822374,0.02%,大型股：低增長,(10-day average volume - 3-month average volume) / 3-month average volume * 100,Yahoo Finance/yfinance,"10-day avg volume=17,091,320; 3-month avg volume=17,087,061",OK
43,2026-06-29T23:46:52,META,"Meta Platforms, Inc.",15,Insider Ownership,0.10300000000000001,0.103%,偏低,insider ownership * 100,Yahoo Finance/yfinance,yfinance heldPercentInsiders=0.103%,OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,01,Institutional Ownership,62.766999999999996,62.77%,中等機構持股,Institutional shares / shares outstanding * 100,Yahoo Finance/yfinance; Fintel,"Shares Outstanding=1,577,284,817; yfinance heldPercentInstitutions=62.77%",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,02,MRQ Institutional Shares Change,6.97,6.97%,中增長/穩定增加,(current institutional shares - prior institutional shares) / prior institutional shares * 100,Fintel,"Fintel change shares=94,540,000; Fintel 自動抓取成功 (chrome120, session warmup)",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,03,Owners Count Change,-5.99,-5.99%,減少/流失,(current owners - prior owners) / prior owners * 100,Fintel,"Owners=2,541; Fintel 自動抓取成功 (chrome120, session warmup)",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,04,Portfolio Allocation Growth,-13.0,-13.00%,配置下降,(new allocation - old allocation) / old allocation * 100,Fintel,"Source=Fintel; Average Portfolio Allocation=0.29%; Fintel 自動抓取成功 (chrome120, session warmup)",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,05,Buyer/Seller Ratio,1.4667228306655433,1.47,買方略強或正常,buyers / sellers,MarketBeat Institutional Ownership,"Source=MarketBeat/MarketBeat; Buyers=1,741; Sellers=1,187; MarketBeat Institutional Ownership 自動抓取成功 (NYSE)",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,06,Relative Net Inflow,1.0565197226759895,1.06%,低資金流入,(inflows - outflows) / market cap * 100,MarketBeat Institutional Ownership + yfinance market cap fallback,Source=MarketBeat; Inflows=$16.19B; Outflows=$12.63B; Net=$3.56B; Market Cap=$336.96B,OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,07,Institutional Activity Score,1.549621598297302,1.55,低活躍,buyer/seller ratio * relative net inflow %,MarketBeat Institutional Ownership,Source=KPI 5/6; Buyer/Seller Ratio=1.47; Relative Net Inflow=1.06%,OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,08,Short Interest %,1.14,1.14%,低放空壓力,short shares / float * 100,MarketBeat Short Interest,"Current short=17,919,619; Previous short=18,277,241; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NYSE)",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,09,Short Interest Change,-1.96,-1.96%,空頭部位穩定,(current short interest - previous short interest) / previous short interest * 100,MarketBeat Short Interest,"Current short=17,919,619; Previous short=18,277,241; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NYSE)",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,10,Days To Cover,3.0,3.00,回補天數中等,short shares / average daily volume,MarketBeat Short Interest,"Current short=17,919,619; Previous short=18,277,241; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NYSE)",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,11,ESG Score,64.0,64,ESG 風險中等,(environment + social + governance) / 3,StockCircle ESG Score,Environment=62/100; Social=73/100; Governance=57/100; Total=64/100; StockCircle Playwright 渲染抓取成功; static chrome120 showed ESG Score No data,OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,12,Institutional Float Control,82.75366522505993,82.75%,大型股：極高影響,shares outstanding * institutional ownership / float * 100,Yahoo Finance/yfinance,"Institutional shares estimate=990,014,361; Float=1,196,338,988",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,13,Volume Activity,0.4523051209970532,0.45%,大型股：低活躍,10-day average volume / shares outstanding * 100,Yahoo Finance/yfinance,"10-day avg volume=7,134,140; Float version=0.60%",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,14,Volume Growth,18.652253932794313,18.65%,大型股：低增長,(10-day average volume - 3-month average volume) / 3-month average volume * 100,Yahoo Finance/yfinance,"10-day avg volume=7,134,140; 3-month avg volume=6,012,646",OK
60,2026-06-30T00:38:57,MS,Morgan Stanley,15,Insider Ownership,24.311,24.311%,高信心,insider ownership * 100,Yahoo Finance/yfinance,yfinance heldPercentInsiders=24.311%,OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,01,Institutional Ownership,75.777,75.78%,高機構持股,Institutional shares / shares outstanding * 100,Yahoo Finance/yfinance; Fintel,"Shares Outstanding=7,428,434,704; yfinance heldPercentInstitutions=75.78%",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,02,MRQ Institutional Shares Change,9.17,9.17%,中增長/穩定增加,(current institutional shares - prior institutional shares) / prior institutional shares * 100,Fintel,"Fintel change shares=504,430,000; Fintel 自動抓取成功 (chrome120, session warmup)",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,03,Owners Count Change,-4.87,-4.87%,減少/流失,(current owners - prior owners) / prior owners * 100,Fintel,"Owners=6,309; Fintel 自動抓取成功 (chrome120, session warmup)",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,04,Portfolio Allocation Growth,-26.43,-26.43%,配置下降,(new allocation - old allocation) / old allocation * 100,Fintel,"Source=Fintel; Average Portfolio Allocation=2.07%; Fintel 自動抓取成功 (chrome120, session warmup)",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,05,Buyer/Seller Ratio,1.1633358006415002,1.16,買方略強或正常,buyers / sellers,MarketBeat Institutional Ownership,"Source=MarketBeat/MarketBeat; Buyers=4,715; Sellers=4,053; MarketBeat Institutional Ownership 自動抓取成功 (NASDAQ)",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,06,Relative Net Inflow,9.321863332073686,9.32%,中等資金流入,(inflows - outflows) / market cap * 100,MarketBeat Institutional Ownership + yfinance market cap fallback,Source=MarketBeat; Inflows=$376.33B; Outflows=$118.06B; Net=$258.27B; Market Cap=$2770.58B,OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,07,Institutional Activity Score,10.844457342888585,10.84,中活躍,buyer/seller ratio * relative net inflow %,MarketBeat Institutional Ownership,Source=KPI 5/6; Buyer/Seller Ratio=1.16; Relative Net Inflow=9.32%,OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,08,Short Interest %,1.28,1.28%,低放空壓力,short shares / float * 100,MarketBeat Short Interest,"Current short=95,188,264; Previous short=88,696,120; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,09,Short Interest Change,7.32,7.32%,空頭部位增加,(current short interest - previous short interest) / previous short interest * 100,MarketBeat Short Interest,"Current short=95,188,264; Previous short=88,696,120; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,10,Days To Cover,2.6,2.60,回補天數偏低,short shares / average daily volume,MarketBeat Short Interest,"Current short=95,188,264; Previous short=88,696,120; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,11,ESG Score,64.0,64,ESG 風險中等,(environment + social + governance) / 3,StockCircle ESG Score,Environment=72/100; Social=59/100; Governance=61/100; Total=64/100; StockCircle Playwright 渲染抓取成功; static chrome120 showed ESG Score No data,OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,12,Institutional Float Control,75.88855617742881,75.89%,大型股：高影響,shares outstanding * institutional ownership / float * 100,Yahoo Finance/yfinance,"Institutional shares estimate=5,629,044,966; Float=7,417,514,905",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,13,Volume Activity,0.7847693669382223,0.78%,大型股：低活躍,10-day average volume / shares outstanding * 100,Yahoo Finance/yfinance,"10-day avg volume=58,296,080; Float version=0.79%",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,14,Volume Growth,48.91886193917709,48.92%,大型股：中增長,(10-day average volume - 3-month average volume) / 3-month average volume * 100,Yahoo Finance/yfinance,"10-day avg volume=58,296,080; 3-month avg volume=39,146,203",OK
35,2026-06-29T21:29:07,MSFT,Microsoft Corporation,15,Insider Ownership,0.08,0.080%,偏低,insider ownership * 100,Yahoo Finance/yfinance,yfinance heldPercentInsiders=0.080%,OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",01,Institutional Ownership,81.53099999999999,81.53%,高機構持股,Institutional shares / shares outstanding * 100,Yahoo Finance/yfinance; Fintel,"Shares Outstanding=1,129,393,151; yfinance heldPercentInstitutions=81.53%",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",02,MRQ Institutional Shares Change,6.07,6.07%,中增長/穩定增加,(current institutional shares - prior institutional shares) / prior institutional shares * 100,Fintel,"Fintel change shares=54,160,000; Fintel 自動抓取成功 (chrome120, session warmup)",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",03,Owners Count Change,7.61,7.61%,中增長/穩定增加,(current owners - prior owners) / prior owners * 100,Fintel,"Owners=3,066; Fintel 自動抓取成功 (chrome120, session warmup)",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",04,Portfolio Allocation Growth,13.16,13.16%,配置穩定增長,(new allocation - old allocation) / old allocation * 100,Fintel,"Source=Fintel; Average Portfolio Allocation=0.64%; Fintel 自動抓取成功 (chrome120, session warmup)",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",05,Buyer/Seller Ratio,1.771172638436482,1.77,買方略強或正常,buyers / sellers,MarketBeat Institutional Ownership,"Source=MarketBeat/MarketBeat; Buyers=2,175; Sellers=1,228; MarketBeat Institutional Ownership 自動抓取成功 (NASDAQ)",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",06,Relative Net Inflow,0.5864663969787589,0.59%,弱資金流入,(inflows - outflows) / market cap * 100,MarketBeat Institutional Ownership + yfinance market cap fallback,Source=MarketBeat; Inflows=$30.74B; Outflows=$23.24B; Net=$7.50B; Market Cap=$1278.85B,OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",07,Institutional Activity Score,1.0387332356912058,1.04,低活躍,buyer/seller ratio * relative net inflow %,MarketBeat Institutional Ownership,Source=KPI 5/6; Buyer/Seller Ratio=1.77; Relative Net Inflow=0.59%,OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",08,Short Interest %,3.7,3.70%,低放空壓力,short shares / float * 100,MarketBeat Short Interest,"Current short=41,592,382; Previous short=37,549,121; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",09,Short Interest Change,10.77,10.77%,空頭部位增加,(current short interest - previous short interest) / previous short interest * 100,MarketBeat Short Interest,"Current short=41,592,382; Previous short=37,549,121; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",10,Days To Cover,0.8,0.80,回補天數偏低,short shares / average daily volume,MarketBeat Short Interest,"Current short=41,592,382; Previous short=37,549,121; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",11,ESG Score,60.0,60,ESG 風險中等,(environment + social + governance) / 3,StockCircle ESG Score,Environment=62/100; Social=56/100; Governance=61/100; Total=60/100; StockCircle Playwright 渲染抓取成功; static chrome120 showed ESG Score No data,OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",12,Institutional Float Control,81.83214229846271,81.83%,大型股：極高影響,shares outstanding * institutional ownership / float * 100,Yahoo Finance/yfinance,"Institutional shares estimate=920,805,530; Float=1,125,236,984",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",13,Volume Activity,5.247508358583981,5.25%,大型股：中活躍,10-day average volume / shares outstanding * 100,Yahoo Finance/yfinance,"10-day avg volume=59,265,000; Float version=5.27%",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",14,Volume Growth,13.475264756949349,13.48%,大型股：低增長,(10-day average volume - 3-month average volume) / 3-month average volume * 100,Yahoo Finance/yfinance,"10-day avg volume=59,265,000; 3-month avg volume=52,227,241",OK
34,2026-06-29T21:26:53,MU,"Micron Technology, Inc.",15,Insider Ownership,0.254,0.254%,偏低,insider ownership * 100,Yahoo Finance/yfinance,yfinance heldPercentInsiders=0.254%,OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",01,Institutional Ownership,85.1,85.10%,高機構持股,Institutional shares / shares outstanding * 100,Yahoo Finance/yfinance; Fintel,"Shares Outstanding=4,210,798,528; yfinance heldPercentInstitutions=85.10%",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",02,MRQ Institutional Shares Change,10.29,10.29%,中增長/穩定增加,(current institutional shares - prior institutional shares) / prior institutional shares * 100,Fintel,"Fintel change shares=345,180,000; Fintel 自動抓取成功 (chrome120, session warmup)",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",03,Owners Count Change,-2.94,-2.94%,減少/流失,(current owners - prior owners) / prior owners * 100,Fintel,"Owners=3,695; Fintel 自動抓取成功 (chrome120, session warmup)",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",04,Portfolio Allocation Growth,-10.38,-10.38%,配置下降,(new allocation - old allocation) / old allocation * 100,Fintel,"Source=Fintel; Average Portfolio Allocation=0.52%; Fintel 自動抓取成功 (chrome120, session warmup)",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",05,Buyer/Seller Ratio,2.4351351351351354,2.44,買方明顯強,buyers / sellers,MarketBeat Institutional Ownership,"Source=MarketBeat/MarketBeat; Buyers=3,604; Sellers=1,480; MarketBeat Institutional Ownership 自動抓取成功 (NASDAQ)",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",06,Relative Net Inflow,60.340065626128506,60.34%,強資金流入,(inflows - outflows) / market cap * 100,MarketBeat Institutional Ownership + yfinance market cap fallback,Source=MarketBeat; Inflows=$197.23B; Outflows=$7.24B; Net=$189.99B; Market Cap=$314.87B,OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",07,Institutional Activity Score,146.93621386254537,146.94,極高活躍,buyer/seller ratio * relative net inflow %,MarketBeat Institutional Ownership,Source=KPI 5/6; Buyer/Seller Ratio=2.44; Relative Net Inflow=60.34%,OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",08,Short Interest %,2.43,2.43%,低放空壓力,short shares / float * 100,MarketBeat Short Interest,"Current short=101,027,252; Previous short=101,569,951; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",09,Short Interest Change,-0.53,-0.53%,空頭部位穩定,(current short interest - previous short interest) / previous short interest * 100,MarketBeat Short Interest,"Current short=101,027,252; Previous short=101,569,951; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",10,Days To Cover,2.8,2.80,回補天數偏低,short shares / average daily volume,MarketBeat Short Interest,"Current short=101,027,252; Previous short=101,569,951; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",11,ESG Score,55.0,55,ESG 風險中等,(environment + social + governance) / 3,StockCircle ESG Score,Environment=54/100; Social=51/100; Governance=59/100; Total=55/100; StockCircle Playwright 渲染抓取成功; static chrome120 showed ESG Score No data,OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",12,Institutional Float Control,85.65757512856203,85.66%,大型股：極高影響,shares outstanding * institutional ownership / float * 100,Yahoo Finance/yfinance,"Institutional shares estimate=3,583,389,547; Float=4,183,388,967",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",13,Volume Activity,1.3759715553885554,1.38%,大型股：低活躍,10-day average volume / shares outstanding * 100,Yahoo Finance/yfinance,"10-day avg volume=57,939,390; Float version=1.38%",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",14,Volume Growth,41.45920095706922,41.46%,大型股：中增長,(10-day average volume - 3-month average volume) / 3-month average volume * 100,Yahoo Finance/yfinance,"10-day avg volume=57,939,390; 3-month avg volume=40,958,375",OK
58,2026-06-30T00:35:59,NFLX,"Netflix, Inc.",15,Insider Ownership,0.567,0.567%,偏低,insider ownership * 100,Yahoo Finance/yfinance,yfinance heldPercentInsiders=0.567%,OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,01,Institutional Ownership,70.871,70.87%,高機構持股,Institutional shares / shares outstanding * 100,Yahoo Finance/yfinance; Fintel,"Shares Outstanding=24,221,000,000; yfinance heldPercentInstitutions=70.87%",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,02,MRQ Institutional Shares Change,11.72,11.72%,中增長/穩定增加,(current institutional shares - prior institutional shares) / prior institutional shares * 100,Fintel,"Fintel change shares=1,948,470,000; Fintel 自動抓取成功 (chrome120, session warmup)",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,03,Owners Count Change,-3.97,-3.97%,減少/流失,(current owners - prior owners) / prior owners * 100,Fintel,"Owners=5,953; Fintel 自動抓取成功 (chrome120, session warmup)",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,04,Portfolio Allocation Growth,-13.06,-13.06%,配置下降,(new allocation - old allocation) / old allocation * 100,Fintel,"Source=Fintel; Average Portfolio Allocation=2.54%; Fintel 自動抓取成功 (chrome120, session warmup)",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,05,Buyer/Seller Ratio,1.2688679245283019,1.27,買方略強或正常,buyers / sellers,MarketBeat Institutional Ownership,"Source=MarketBeat/MarketBeat; Buyers=4,573; Sellers=3,604; MarketBeat Institutional Ownership 自動抓取成功 (NASDAQ)",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,06,Relative Net Inflow,5.207505576404551,5.21%,中等資金流入,(inflows - outflows) / market cap * 100,MarketBeat Institutional Ownership + yfinance market cap fallback,Source=MarketBeat; Inflows=$354.98B; Outflows=$112.14B; Net=$242.84B; Market Cap=$4663.27B,OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,07,Institutional Activity Score,6.607636792702001,6.61,低活躍,buyer/seller ratio * relative net inflow %,MarketBeat Institutional Ownership,Source=KPI 5/6; Buyer/Seller Ratio=1.27; Relative Net Inflow=5.21%,OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,08,Short Interest %,1.29,1.29%,低放空壓力,short shares / float * 100,MarketBeat Short Interest,"Current short=299,666,309; Previous short=284,722,716; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,09,Short Interest Change,5.25,5.25%,空頭部位增加,(current short interest - previous short interest) / previous short interest * 100,MarketBeat Short Interest,"Current short=299,666,309; Previous short=284,722,716; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,10,Days To Cover,1.8,1.80,回補天數偏低,short shares / average daily volume,MarketBeat Short Interest,"Current short=299,666,309; Previous short=284,722,716; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,11,ESG Score,70.0,70,ESG 風險中等,(environment + social + governance) / 3,StockCircle ESG Score,Environment=73/100; Social=67/100; Governance=71/100; Total=70/100; StockCircle Playwright 渲染抓取成功; static chrome120 showed ESG Score No data,OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,12,Institutional Float Control,73.90957740601338,73.91%,大型股：高影響,shares outstanding * institutional ownership / float * 100,Yahoo Finance/yfinance,"Institutional shares estimate=17,165,664,910; Float=23,225,224,000",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,13,Volume Activity,0.6246945625696709,0.62%,大型股：低活躍,10-day average volume / shares outstanding * 100,Yahoo Finance/yfinance,"10-day avg volume=151,307,270; Float version=0.65%",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,14,Volume Growth,-5.952433859549662,-5.95%,大型股：低增長,(10-day average volume - 3-month average volume) / 3-month average volume * 100,Yahoo Finance/yfinance,"10-day avg volume=151,307,270; 3-month avg volume=160,883,770",OK
33,2026-06-29T21:02:36,NVDA,NVIDIA Corporation,15,Insider Ownership,3.9839998000000003,3.984%,偏低,insider ownership * 100,Yahoo Finance/yfinance,yfinance heldPercentInsiders=3.984%,OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,01,Institutional Ownership,80.836,80.84%,高機構持股,Institutional shares / shares outstanding * 100,Yahoo Finance/yfinance; Fintel,"Shares Outstanding=148,089,758; yfinance heldPercentInstitutions=80.84%",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,02,MRQ Institutional Shares Change,6.59,6.59%,中增長/穩定增加,(current institutional shares - prior institutional shares) / prior institutional shares * 100,Fintel,"Fintel change shares=7,970,000; Fintel 自動抓取成功 (chrome120, session warmup)",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,03,Owners Count Change,52.17,52.17%,強增長/高度關注,(current owners - prior owners) / prior owners * 100,Fintel,"Owners=1,190; Fintel 自動抓取成功 (chrome120, session warmup)",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,04,Portfolio Allocation Growth,83.47,83.47%,配置強增長,(new allocation - old allocation) / old allocation * 100,Fintel,"Source=Fintel; Average Portfolio Allocation=0.59%; Fintel 自動抓取成功 (chrome120, session warmup)",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,05,Buyer/Seller Ratio,4.049382716049383,4.05,買方明顯強,buyers / sellers,MarketBeat Institutional Ownership,Source=MarketBeat/MarketBeat; Buyers=656; Sellers=162; MarketBeat Institutional Ownership 自動抓取成功 (NASDAQ),OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,06,Relative Net Inflow,2.286153150550669,2.29%,低資金流入,(inflows - outflows) / market cap * 100,MarketBeat Institutional Ownership + yfinance market cap fallback,Source=MarketBeat; Inflows=$11.86B; Outflows=$5.09B; Net=$6.77B; Market Cap=$296.13B,OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,07,Institutional Activity Score,9.257509054081721,9.26,低活躍,buyer/seller ratio * relative net inflow %,MarketBeat Institutional Ownership,Source=KPI 5/6; Buyer/Seller Ratio=4.05; Relative Net Inflow=2.29%,OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,08,Short Interest %,7.38,7.38%,中度放空壓力,short shares / float * 100,MarketBeat Short Interest,"Current short=10,911,306; Previous short=9,209,981; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,09,Short Interest Change,18.47,18.47%,空頭部位增加,(current short interest - previous short interest) / previous short interest * 100,MarketBeat Short Interest,"Current short=10,911,306; Previous short=9,209,981; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,10,Days To Cover,1.0,1.00,回補天數偏低,short shares / average daily volume,MarketBeat Short Interest,"Current short=10,911,306; Previous short=9,209,981; Record date=June 15, 2026; MarketBeat Short Interest 自動抓取成功 (NASDAQ)",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,11,ESG Score,,N/A,資料不足,(environment + social + governance) / 3,StockCircle ESG Score,Environment=N/A/100; Social=N/A/100; Governance=N/A/100; Total=N/A/100; StockCircle Playwright 渲染抓取成功; static fetch failed: chrome120: HTTP 404; chrome124: HTTP 404; chrome136: HTTP 404; safari17_0: HTTP 404,需 StockCircle ESG 資料
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,12,Institutional Float Control,81.98626715953645,81.99%,大型股：極高影響,shares outstanding * institutional ownership / float * 100,Yahoo Finance/yfinance,"Institutional shares estimate=119,709,837; Float=146,012,059",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,13,Volume Activity,7.909277561247687,7.91%,大型股：中活躍,10-day average volume / shares outstanding * 100,Yahoo Finance/yfinance,"10-day avg volume=11,712,830; Float version=8.02%",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,14,Volume Growth,-17.100404241367094,-17.10%,大型股：低增長,(10-day average volume - 3-month average volume) / 3-month average volume * 100,Yahoo Finance/yfinance,"10-day avg volume=11,712,830; 3-month avg volume=14,128,935",OK
59,2026-06-30T00:37:08,SNDK,Sandisk Corporation,15,Insider Ownership,1.125,1.125%,偏低,insider ownership * 100,Yahoo Finance/yfinance,yfinance heldPercentInsiders=1.125%,OK
40,2026-06-29T23:20:39,SPCX,Space Exploration Technologies Corp.,01,Institutional Ownership,0.0,0.00%,低機構持股,Institutional shares / shares outstanding * 100,Yahoo Finance/yfinance; Fintel,"Shares Outstanding=7,571,396,888; yfinance heldPercentInstitutions=0.00%",OK
40,2026-06-29T23:20:39,SPCX,Space Exploration Technologies Corp.,02,MRQ Institutional Shares Change,,N/A,資料不足,(current institutional shares - prior institutional shares) / prior institutional shares * 100,Fintel,"Fintel change shares=N/A; Fintel 自動抓取成功 (chrome120, session warmup)",需 Fintel 資料
40,2026-06-29T23:20:39,SPCX,Space Exploration Technologies Corp.,03,Owners Count Change,-100.0,-100.00%,減少/流失,(current owners - prior owners) / prior owners * 100,Fintel,"Owners=0; Fintel 自動抓取成功 (chrome120, session warmup)",OK
40,2026-06-29T23:20:39,SPCX,Space Exploration Technologies Corp.,04,Portfolio Allocation Growth,,N/A,資料不足,(new allocation - old allocation) / old allocation * 100,Fintel,"Source=缺資料; Average Portfolio Allocation=N/A; Fintel 自動抓取成功 (chrome120, session warmup)",需 Allocation 資料
40,2026-06-29T23:20:39,SPCX,Space Exploration Technologies Corp.,05,Buyer/Seller Ratio,,N/A,資料不足,buyers / sellers,MarketBeat Institutional Ownership,Source=缺資料/缺資料; Buyers=N/A; Sellers=N/A; MarketBeat Institutional Ownership 自動抓取成功 (NASDAQ),需 Buyers/Sellers 資料
